	BLOCKID10	First_POI	Second_POI	Third_POI	Fourth_POI	Fifth_POI	ARPCIncome	ARPerHEdu	ARPerWork	ARPerRMI5L	ARPer3MU	ARPopDen	ARPerAA	ARHeteInx	ARPerM1724	ARPerHOwn	ARPerSF	NIBRSclass	Place2	Report_Dat	Street_Nam
9	371190046002018	TABERNACLE BAPTIST CHURCH	WASHINGTON HEIGHTS COMMUNITY	TREE CUTTER	ANNIE'S DAY CARE INC	ALLEAN CHILDCARE CENTER	inc-3/15	edu-14/15	empl-1/15	lt5y-10/15	3mu-4/12	popden-13/15	afro-13/13	hetero-5/14	youngm-3/14	own-12/15	sinpar-15/15	Murder	Private Residence	12-2x	BOOKER
0	371190001001019	FIRST WARD RECREATION CTR	FIRST WARD PLACE APTS	DEPT OF CORRECTION	drinking	BREAKFAST CLUB	inc-15/15	edu-1/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-12/15	afro-6/13	hetero-12/14	youngm-13/14	own-12/15	sinpar-6/15	Driving Under The Influence	Street/Highway	01-1x	7TH
1	371190031022007	RESOLVE	A-1 GUTTER CLEANING	TEAM TREADWAY INC	QUEEN CITY PAINTING LLC	FARMLAND MUTUAL INSURANCE COMPANY	inc-10/15	edu-3/15	empl-10/15	lt5y-5/15	3mu-2/12	popden-7/15	afro-1/13	hetero-1/14	youngm-6/14	own-13/15	sinpar-2/15	Driving Under The Influence	Street/Highway	01-1x	CHEDWORTH
2	371190038023020	THE MART ENTERPRISES INC	hotels	DAYS INN-WOODLAWN RD CAROWINDS	TRES PESOS BAR & GRILL	CAPTAIN DS	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-6/15	afro-7/13	hetero-10/14	youngm-8/14	own-5/15	sinpar-6/15	Driving Under The Influence	Street/Highway	01-2x	WOODLAWN
3	371190038023010	STEWART FASTENER CORP	MC INTRYE SALES INC	ROCHESTER FLOORING RESOURCE	CHARLOTTE VAN & STORGE INC.	STEVEN C SMITH INC	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-1/15	afro-6/13	hetero-9/14	youngm-11/14	own-2/15	sinpar-14/15	Driving Under The Influence	Street/Highway	01-2x	OLD PINEVILLE
4	371190006002032	CLONTZ & CLONTZ PLLC	TURNIP INVESTMENTS LLC	CAROLINA EMPLOYMENT INC	SHUFORD HUNTER & BROWN P A	GANNETT FLEMING INC	inc-11/15	edu-10/15	empl-14/15	lt5y-12/15	3mu-12/12	popden-15/15	afro-11/13	hetero-4/14	youngm-10/14	own-1/15	sinpar-1/15	Driving Under The Influence	Street/Highway	02-0x	MCDOWELL
5	371190031031002	TELESERVICES CONSOLIDATED INC	LINDSAY DANIEL ARCHITECURE INC	LAWRIMORE COMMUNICATIONS INC	MUSIC MAX DJ SVC	BOWEN AIR	inc-10/15	edu-3/15	empl-14/15	lt5y-11/15	3mu-10/12	popden-5/15	afro-1/13	hetero-7/14	youngm-14/14	own-12/15	sinpar-1/15	Driving Under The Influence	Street/Highway	02-1x	DREXMORE
6	371190038023010	SUMMERFIELD AUTO REPAIR INC	WATER WORKS IRRIGATION	HEYWORTH PLUMBING CO INC	CARY MANUFACTURING CORPORATION	GJB ELECTRIC CO	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-1/15	afro-6/13	hetero-9/14	youngm-11/14	own-2/15	sinpar-14/15	Driving Under The Influence	Street/Highway	02-2x	CAMA
7	371190039021000	JOYCES DAYCARE	SHILOH BAPTIST CHURCH	WINTON PRODUCTS CO INC	CHEM- BAC LABORATORIES INC	BILL HOUSIADAS CHICKEN KING	inc-5/15	edu-12/15	empl-1/15	lt5y-7/15	3mu-7/12	popden-13/15	afro-12/13	hetero-1/14	youngm-14/14	own-9/15	sinpar-10/15	Driving Under The Influence	Street/Highway	03-1x	OLD STEELE CREEK
8	371190030161011	WILLIAM B POORE & CO INC	HALAS ARBORISTS	RBC CENTURA	PROVIDENCE EYE & LASER SPECIALISTS	SUNTRUST MORTGAGE INC	inc-11/15	edu-11/15	empl-7/15	lt5y-13/15	3mu-10/12	popden-6/15	afro-4/13	hetero-7/14	youngm-7/14	own-15/15	sinpar-6/15	Driving Under The Influence	Other - Open Area	03-2x	ARBORETUM
9	371190031032008	BOTTOMLINE MEDICAL INC	PEPPERL & FUCHS INC	CHONG YE MARTIN REUPHOLSTERY	CHRISTIES ALTERATIONS INC	SHARONVIEW FEDERAL CREDIT UNION	inc-11/15	edu-2/15	empl-14/15	lt5y-6/15	3mu-4/12	popden-5/15	afro-2/13	hetero-5/14	youngm-4/14	own-11/15	sinpar-12/15	Driving Under The Influence	Private Residence	03-2x	SENECA
10	371190038023010	ATLANTIC WHOLESALE	CLUB 2000	ADI	TOP SHELF ENTERTAINMENT LLC	VIDEO SYSTEMS OF THE CAROLINAS INC	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-1/15	afro-6/13	hetero-9/14	youngm-11/14	own-2/15	sinpar-14/15	Driving Under The Influence	Bar/Tavern/Nightclub	04-0x	OLD PINEVILLE
11	371190038023010	VICTORY CHRISTIAN AFTER SCHOOL	VICTORY CHRISTIAN CTR CHURCH	VICTORY CHRISTIAN CTR SCHOOL	VICTORY CHRISTIAN CTR	AMERICAN GUN AND PAWN INC	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-1/15	afro-6/13	hetero-9/14	youngm-11/14	own-2/15	sinpar-14/15	Driving Under The Influence	Street/Highway	04-0x	OLD PINEVILLE
12	371190047001015	BLACKFINN CLT LLC	CONCRETE STRATEGIES LLC	FLAHERTY & COLLINS CONSTRUCTION	THE RITZ CARLTON HOTEL COMPANY LLC	ILLUM'E	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Driving Under The Influence	Other - Public/Non-Residential	04-1x	TRADE
13	371190013001004	WACHOVIA BANK NORTH AMERICA	HANDS ON CHARLOTTE	KELLY TIRE SALES	PHINNEY ENTERPRISES INC	ZADA JANES INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Driving Under The Influence	Street/Highway	04-2x	CENTRAL
14	371190024003004	CONNAUGHT LABORATORIES INC	DREYFUS SVC CORP	JOHN CROSLAND JR	CLAUDIA W BELK	RACHEL WILLIAMS INTERIORS INC	inc-15/15	edu-3/15	empl-11/15	lt5y-2/15	3mu-3/12	popden-1/15	afro-1/13	hetero-6/14	youngm-1/14	own-5/15	sinpar-2/15	Driving Under The Influence	Street/Highway	06-2x	RANDOLPH
15	371190019103000	IDLEWILD ELEMENTARY SCHOOL	THE HORNETS NEST GIRL SCOUT	KIMBERLY JOHNSON HOUSTON	CONTRACTORS FASTENERS & SUPPLY INC	CONSULTUS BUSINESS SOLUTIONS	inc-7/15	edu-7/15	empl-8/15	lt5y-9/15	3mu-9/12	popden-12/15	afro-6/13	hetero-13/14	youngm-6/14	own-1/15	sinpar-14/15	Driving Under The Influence	Street/Highway	06-2x	IDLEWILD
16	371190047001024	WESTSIDE MEATS INC	REED'S BEAUTY SALON	CATAWBA PLACE ON GRANDIN	GARDNER GLASS AUTO REPAIR	CERTIFIED AUTOSERVICE	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-1/15	afro-13/13	hetero-11/14	youngm-11/14	own-15/15	sinpar-12/15	Driving Under The Influence	Street/Highway	07-0x	FRAZIER
17	371190051001003	SOUTHERN POWERTRAIN INC	THE VILLAGE RESTAURANT	TRUCK PARTS INC	SAFETY PRODUCTS INC	STEP UP INC	inc-1/15	edu-8/15	empl-2/15	lt5y-10/15	3mu-3/12	popden-12/15	afro-9/13	hetero-2/14	youngm-10/14	own-11/15	sinpar-8/15	Driving Under The Influence	Street/Highway	07-0x	ATANDO
18	371190031022004	DEDICATED TECHNICAL	CAROLINAS CONSTRUCITON SOLUTIONS	SMITH MIDDLE SCHOOL	JOHN BURN	FIESTA TRAVEL	inc-10/15	edu-3/15	empl-10/15	lt5y-5/15	3mu-2/12	popden-8/15	afro-2/13	hetero-1/14	youngm-10/14	own-12/15	sinpar-4/15	Driving Under The Influence	Street/Highway	07-0x	LONDONDERRY
19	371190043022020	A H L INC	INTERIOR DISTRIBUTORS INC #4619	CITCO AUTOMOTIVE	CHARLOTTE FIRE DEPT	hotels	inc-5/15	edu-10/15	empl-6/15	lt5y-9/15	3mu-8/12	popden-11/15	afro-10/13	hetero-6/14	youngm-4/14	own-3/15	sinpar-15/15	Driving Under The Influence	Convenience Store	08-1x	GLENWOOD
20	371190053011004	CHARLOTTE WINNELSON CO (A CORP)	HOLIDAY CLEANERS	ADAMS OUTDOOR ADVERTISING LP	ADAMS OUTDOOR ADVERTISING INC	SHELTER HEALTH SERVICES INC	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-4/15	afro-3/13	hetero-10/14	youngm-8/14	own-5/15	sinpar-4/15	Driving Under The Influence	Street/Highway	08-2x	GRAHAM
21	371190040001001	PUBLIC STORAGE	U HAUL	WIGGAMS WHOLESALE	CITIFINANCIAL	NORTH CAROLINA NAILS	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-7/15	sinpar-13/15	Driving Under The Influence	Street/Highway	09-1x	ASHLEY
22	371190005003013	CHARLOTTE SHERIFF-ARREST PROC	CHARLOTTE JAIL CENTRAL	CHARLOTTE WARRANT ISSUING	MECKLENBURG COUNTY COURT SVC	MECKLENBURG COUNTY COURT SERVICES	inc-11/15	edu-14/15	empl-10/15	lt5y-10/15	3mu-9/12	popden-14/15	afro-6/13	hetero-11/14	youngm-3/14	own-12/15	sinpar-7/15	Driving Under The Influence	Jail/Prison	09-2x	4TH
23	371190040004001	CIRCLE K	OCEAN CHARLOTTE LLC OCEANSIDE RESOR	IMPORTED STONE	COMFORT SUITES	hotels	inc-7/15	edu-13/15	empl-5/15	lt5y-4/15	3mu-3/12	popden-1/15	afro-13/13	hetero-2/14	youngm-9/14	own-15/15	sinpar-15/15	Driving Under The Influence	Gas Station	10-1x	SCOTT FUTRELL
24	371190020022001	GALLAGHER SYSTEMS GROUP INC	SHIREY EQUIPMENT CO	DISHA INC	FIRST COLLATERAL SERVICES INC	ALPHA THEORY	inc-13/15	edu-8/15	empl-12/15	lt5y-1/15	3mu-2/12	popden-2/15	afro-2/13	hetero-4/14	youngm-2/14	own-13/15	sinpar-1/15	Driving Under The Influence	Street/Highway	10-2x	SARDIS
25	371190004001009	GRIFFIN'S CREDIT QUICK	FOLGER BUICK KIA-TYVOLA	METROLINA DODGE	TURF CARE EQUIPMENT	PENTES ART WORKS	inc-14/15	edu-2/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-1/15	afro-13/13	hetero-12/14	youngm-13/14	own-11/15	sinpar-3/15	Driving Under The Influence	Street/Highway	11-0x	HILL
26	371190004001009	EVCO CONSTRUCTION CO INC	ANNA W SPANGLER INC	GOLDEN EAGLE INDUSTRIES INC	RANDOLPH INTERNAL MEDICINE	DILWORTH SURGICAL GROUP PA	inc-14/15	edu-2/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-1/15	afro-5/13	hetero-12/14	youngm-13/14	own-15/15	sinpar-3/15	Driving Under The Influence	Street/Highway	11-1x	MOREHEAD
27	371190019103000	IDLEWILD ELEMENTARY SCHOOL	THE HORNETS NEST GIRL SCOUT	KIMBERLY JOHNSON HOUSTON	CONTRACTORS FASTENERS & SUPPLY INC	CONSULTUS BUSINESS SOLUTIONS	inc-7/15	edu-7/15	empl-8/15	lt5y-9/15	3mu-9/12	popden-12/15	afro-6/13	hetero-13/14	youngm-6/14	own-1/15	sinpar-14/15	Driving Under The Influence	Street/Highway	11-2x	IDLEWILD
28	371190005002004	NOVARE GROUP SERVICES INC	WACHOVIA SHARED RESOURCE LLC	TEX MEX MANAGEMENT LLC	FIA CARD SERVICES NA	BA MERCHANT SERVICES LLC	inc-13/15	edu-14/15	empl-14/15	lt5y-14/15	3mu-12/12	popden-15/15	afro-6/13	hetero-12/14	youngm-12/14	own-1/15	sinpar-5/15	Driving Under The Influence	Street/Highway	11-2x	5TH
29	371190024001015	STR MECHANICAL INC	SUPERIOR OFFICE CLEANING INC	BANK OF AMERICA NATIONAL ASSOCIATIO	BANK OF GRANITE INC	GATEWAY FENCING	inc-12/15	edu-11/15	empl-12/15	lt5y-11/15	3mu-7/12	popden-12/15	afro-1/13	hetero-1/14	youngm-11/14	own-8/15	sinpar-1/15	Driving Under The Influence	Street/Highway	11-2x	WEDDINGTON
30	371190044001016	DL'S AUTOMOTIVE	BUSY MINI MART	FAMILY DOLLAR STORE	WORLD MARKET	HOSKINS AVENUE BAPTIST CHURCH	inc-4/15	edu-6/15	empl-4/15	lt5y-10/15	3mu-6/12	popden-10/15	afro-12/13	hetero-2/14	youngm-8/14	own-10/15	sinpar-15/15	Driving Under The Influence	Street/Highway	12-0x	HOSKINS
31	371190047001015	FIRST PRESBYTERIAN CHURCH	LASER SKIN CARE PA	LATORRES RESTAURANT AND BAR INC	MARRIOTT ADMINISTRATION	C A P S INC	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Driving Under The Influence	Street/Highway	12-1x	TRADE
32	371190019103000	IDLEWILD ELEMENTARY SCHOOL	THE HORNETS NEST GIRL SCOUT	KIMBERLY JOHNSON HOUSTON	LOWDER INVESTMENT PROPERTIES INC	CONTRACTORS FASTENERS & SUPPLY INC	inc-7/15	edu-7/15	empl-8/15	lt5y-9/15	3mu-9/12	popden-12/15	afro-6/13	hetero-13/14	youngm-6/14	own-1/15	sinpar-14/15	Driving Under The Influence	Street/Highway	12-1x	IDLEWILD
33	371190038023020	hotels	HOLIDAY INN	RAMADA	hotels	IN HER CITIES INC	inc-6/15	edu-1/15	empl-7/15	lt5y-3/15	3mu-1/12	popden-6/15	afro-7/13	hetero-10/14	youngm-8/14	own-5/15	sinpar-6/15	Driving Under The Influence	Street/Highway	12-2x	WOODLAWN
78	371190013001004	OHIO RETAIL MAINTENANCE LLC	DYNASTY	RADIO SHACK	RADIO SHACK	KAY JEWELERS	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Robbery	Department Store	03-0x	CENTRAL
111	371190053011000	AMERICAS BEST VALUE INN	SLAYTON COMPUTERS	MCDONALDS	hotels	BENCHMARK DENTAL LABRATORIES	inc-4/15	edu-5/15	empl-5/15	lt5y-13/15	3mu-11/12	popden-14/15	afro-7/13	hetero-13/14	youngm-11/14	own-5/15	sinpar-12/15	Robbery	Hotel/Motel	03-2x	REAGAN
258	371190040004001	SPRINGHILL SUITES	hotels	DAYS INN	hotels	EARTHGRAINS BAKING	inc-7/15	edu-13/15	empl-5/15	lt5y-4/15	3mu-3/12	popden-1/15	afro-13/13	hetero-2/14	youngm-9/14	own-15/15	sinpar-15/15	Robbery	Hotel/Motel	06-2x	SCOTT FUTRELL
265	371190023001000	RAYMOND'S AUTO MACHINE SVC	WILLIAM D LAURIE INC	WALRAVEN CHIROPRACTIC LLC	NATIONWIDE INSURANCE	REMODELING INC.	inc-4/15	edu-1/15	empl-4/15	lt5y-4/15	3mu-2/12	popden-9/15	afro-12/13	hetero-14/14	youngm-12/14	own-8/15	sinpar-13/15	Robbery	Other - Open Area	06-2x	SKYLAND
215	371190013001004	OHIO RETAIL MAINTENANCE LLC	DYNASTY	RADIO SHACK	RADIO SHACK	KAY JEWELERS	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Robbery	Air/Bus/Train Terminal	05-2x	CENTRAL
180	371190015041006	STRAIGHT LINE PAVEMENT MARKING	LINKS AT CITI SIDE	BRATTON CLEANING SVC	APEX STUDIO	MULVANEY PROPERTIES	inc-7/15	edu-12/15	empl-10/15	lt5y-5/15	3mu-7/12	popden-9/15	afro-7/13	hetero-11/14	youngm-10/14	own-10/15	sinpar-10/15	Robbery	Street/Highway	04-2x	COMMUNITY
122	371190011001010	BRIGHTWASH COIN LAUNDRY	TRACY L GREGG INC	AUTOMOTIVE DISTRIBUTORS INC	D L PHILLIPS CO	CHASE ON COMMONWEALTH	inc-12/15	edu-6/15	empl-14/15	lt5y-4/15	3mu-6/12	popden-6/15	afro-1/13	hetero-2/14	youngm-7/14	own-6/15	sinpar-4/15	Robbery	Apartment/Duplex Private Res	03-2x	COMMONWEALTH
422	371190048003000	LINCOLN HEIGHTS ELEMENTARY	MACEDONIA BAPTIST CHURCH	MACEDONIA BAPTIST RECREATION	SUPREME STYLE	NEW LIFE FELLOWSHIP CHURCH	inc-9/15	edu-9/15	empl-13/15	lt5y-7/15	3mu-3/12	popden-11/15	afro-9/13	hetero-1/14	youngm-11/14	own-5/15	sinpar-15/15	Robbery	Other - Open Area	11-1x	NEWCASTLE
462	371190047001015	CERTIFIED AUTOSERVICE	WELCH HYDRAULIC & REPAIR	REED'S BEAUTY SALON	GARDNER GLASS AUTO REPAIR	CATAWBA PLACE ON GRANDIN	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Robbery	Street/Highway	12-1x	TRADE
288	371190043021002	EAST COAST TOWNHOMES	M & J ORNAMENTAL IRON WORKS	BEDFORD EXPRESS	BETHANY BAPTIST CHURCH	DELL CURY FOUNDATION	inc-2/15	edu-10/15	empl-4/15	lt5y-6/15	3mu-8/12	popden-5/15	afro-9/13	hetero-11/14	youngm-6/14	own-4/15	sinpar-12/15	Robbery	Private Residence	07-1x	MARBLE
220	371190015042000	WALGREENS	WENDY'S	NC ADVANCE STORES CO INC	BLOCKBUSTER	CHARLOTTE POLICE DEPT	inc-7/15	edu-5/15	empl-9/15	lt5y-2/15	3mu-3/12	popden-6/15	afro-8/13	hetero-9/14	youngm-9/14	own-10/15	sinpar-11/15	Robbery	Bus Stop	05-2x	MILTON
196	371190038022000	WEBSTER VETERINARY SUPPLY INC	NEWCOMB SPRING OF CAROLINA	HERITAGE PROPANE	W T TOOL SOUTH-NORTH CAROLINA INC	THE CREATIVE NETWORK STUDIOS INC	inc-2/15	edu-9/15	empl-6/15	lt5y-10/15	3mu-9/12	popden-3/15	afro-10/13	hetero-5/14	youngm-3/14	own-7/15	sinpar-13/15	Robbery	Apartment/Duplex Private Res	05-0x	PRESSLEY
285	371190019101000	INFINITE PRODUCTIONS	CEDARS APARTMENTS	MANAGEMENT SYSTEMS DESIGNERS INC	ALCOHOL AND TOBACCO TAX AND TRADE B	KAREN'S JANITORIAL SVC	inc-3/15	edu-7/15	empl-10/15	lt5y-15/15	3mu-12/12	popden-13/15	afro-5/13	hetero-13/14	youngm-11/14	own-1/15	sinpar-9/15	Robbery	Other - Open Area	07-1x	REGAL OAKS
125	371190056051000	MARSHALLS	DOLLAR TREE STORES INC	PARTY CITY	CELLCO PARTNERSHIP	CIRCUIT CITY	inc-10/15	edu-15/15	empl-9/15	lt5y-11/15	3mu-10/12	popden-13/15	afro-4/13	hetero-4/14	youngm-4/14	own-6/15	sinpar-2/15	Robbery	Apartment/Duplex Private Res	04-0x	UNIVERSITY RIDGE
33	371190040001010	SPAUGH MIDDLE SCHOOL	DLP DRYWALL	LITTLE DEBBIE CHILD DEVELOPMENT CTR	WEYLAND APARTMENTS	LAURANCE REALTY ASSOCIATES LLC	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-7/15	afro-10/13	hetero-6/14	youngm-6/14	own-3/15	sinpar-13/15	Robbery	School - Primary or Secondary	01-2x	HERBERT SPAUGH
473	371190010003012	NO GREASE	NO GREASE BARBER SHOP	JOHN'S COUNTRY KITCHEN	CENTRAL AVENUE JEWELRY	KELLY TIRE SALES	inc-12/15	edu-7/15	empl-14/15	lt5y-6/15	3mu-3/12	popden-10/15	afro-2/13	hetero-1/14	youngm-2/14	own-12/15	sinpar-3/15	Robbery	Bar/Tavern/Nightclub	12-2x	THOMAS
337	371190023001000	LEARNING COMMUNITY CENTRAL	BILLINGSVILLE ELEMENTARY	HILLARY S MORGAN	CAROLINAS REHABILITATION	MECKLENBURG MEDICAL GRP-MUSEUM	inc-4/15	edu-1/15	empl-4/15	lt5y-4/15	3mu-2/12	popden-9/15	afro-12/13	hetero-14/14	youngm-12/14	own-8/15	sinpar-13/15	Robbery	School - Primary or Secondary	08-2x	SKYLAND
31	371190019101002	AURIUM RESEARCH USA	ALDI NC LLC	THE TEMPLE REFUGE OF INTERNATIONAL	WOODLANDS	HOLLYWOOD NAILS	inc-3/15	edu-7/15	empl-10/15	lt5y-15/15	3mu-12/12	popden-8/15	afro-9/13	hetero-4/14	youngm-2/14	own-15/15	sinpar-6/15	Robbery	Apartment/Duplex Private Res	01-1x	YATESWOOD
130	371190023001000	BILLINGSVILLE ELEMENTARY	LEARNING COMMUNITY CENTRAL	PRESBYTERIAN IMAGING CTR	HILLARY S MORGAN	CAROLINAS REHABILITATION	inc-4/15	edu-1/15	empl-4/15	lt5y-4/15	3mu-2/12	popden-9/15	afro-12/13	hetero-14/14	youngm-12/14	own-8/15	sinpar-13/15	Robbery	Street/Highway	04-0x	SKYLAND
434	371190015041006	MC GRANT TAX & BOOKEEPING SVC	JAMES D MCDUFFIE AGENT	MIDLAND NATIONAL INSURANCE CO	CURTIS C REEVES JR MD	UNITED TREATMENT FACILITY	inc-7/15	edu-12/15	empl-10/15	lt5y-5/15	3mu-7/12	popden-9/15	afro-7/13	hetero-11/14	youngm-10/14	own-10/15	sinpar-10/15	Robbery	Street/Highway	11-2x	CITISIDE
38	371190014001006	drinking	THE BOULEVARD AT NODA LLC	EVENING MUSE	B 3 DESIGN SOLUTIONS	GREEN RICE DESIGNS	inc-10/15	edu-4/15	empl-9/15	lt5y-5/15	3mu-8/12	popden-15/15	afro-1/13	hetero-10/14	youngm-2/14	own-10/15	sinpar-2/15	Robbery	Street/Highway	01-2x	DAVIDSON
267	371190010003012	THOMAS STREET TAVERN	BORIS & NATASHA LLC	DISH	drinking	ANOTHER CHOICE BAIL BONDING	inc-12/15	edu-7/15	empl-14/15	lt5y-6/15	3mu-3/12	popden-10/15	afro-2/13	hetero-1/14	youngm-2/14	own-12/15	sinpar-3/15	Robbery	Bar/Tavern/Nightclub	06-2x	THOMAS
79	371190015042000	BARRINGTON OAKS APARTMENTS	SALVATION ARMY	NC ADVANCE STORES CO INC	WOODFIELD GARDENS	WALGREENS	inc-7/15	edu-5/15	empl-9/15	lt5y-2/15	3mu-3/12	popden-6/15	afro-8/13	hetero-9/14	youngm-9/14	own-10/15	sinpar-11/15	Robbery	Convenience Store	03-0x	MILTON
171	371190056051003	JINSOL CONSTRUCTION INC	OAK POINTE APARTMENTS	DICAR	LOWES HOME CENTERS INC	MAVERICK MUSIC	inc-10/15	edu-15/15	empl-9/15	lt5y-11/15	3mu-10/12	popden-2/15	afro-5/13	hetero-6/14	youngm-3/14	own-6/15	sinpar-2/15	Robbery	Apartment/Duplex Private Res	04-2x	PACES OAKS
384	371190056052006	UNIVERSITY HILLS BAPTIST CHR	KNIGHTS OF COLUMBUS	ST THOMAS AQUINAS CHURCH	COLVILLE HOMEOWNERS ASSN	COLVILLE RECREATION HOA	inc-10/15	edu-14/15	empl-14/15	lt5y-14/15	3mu-11/12	popden-15/15	afro-6/13	hetero-14/14	youngm-14/14	own-13/15	sinpar-7/15	Robbery	Church/Synagogue/Temple	10-1x	SUTHER
28	371190011001010	CHASE ON COMMONWEALTH	D L PHILLIPS CO	AUTOMOTIVE DISTRIBUTORS INC	BRIGHTWASH COIN LAUNDRY	RESURRECTION LUTHERAN CHURCH	inc-12/15	edu-6/15	empl-14/15	lt5y-4/15	3mu-6/12	popden-6/15	afro-1/13	hetero-2/14	youngm-7/14	own-6/15	sinpar-4/15	Robbery	Apartment/Duplex Private Res	01-1x	COMMONWEALTH
322	371190045001002	UNIVERSITY CHARLOTTE APTS LLC	TRINITY TELECOM LLC	STANDARD CRANKSHAFT CO INC	ASHTON INNOVATIONS INC	CABINETS	inc-2/15	edu-13/15	empl-1/15	lt5y-9/15	3mu-5/12	popden-12/15	afro-11/13	hetero-4/14	youngm-8/14	own-3/15	sinpar-15/15	Robbery	Other - Open Area	08-1x	SOUTHWEST
254	371190040001001	HAIR COMMITTEE	OIL NISBIT	SPIVEY ENTERPRISES INC.	QUIK SHOPPE	DOTS LLC	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-7/15	sinpar-13/15	Robbery	Street/Highway	06-1x	ASHLEY
209	371190015042000	BROWN-WILLIAMS ENTERPRISES INC	AVILIN	ACCOUNTING BOOKKEEPING & TAX FINANC	SERENITY NURSING SERVICES LLC	LEE NAILS	inc-7/15	edu-5/15	empl-9/15	lt5y-2/15	3mu-3/12	popden-6/15	afro-8/13	hetero-9/14	youngm-9/14	own-10/15	sinpar-11/15	Robbery	Street/Highway	05-1x	MILTON
75	371190026001012	APEX TRANSPORTATION INC	NORTH AMERICAN GENERAL	UNITED WAY OF CENTRAL CAROLINAS INC	SHELTER FOR BATTERED WOMEN	GRACE AME ZION CHURCH	inc-12/15	edu-12/15	empl-4/15	lt5y-11/15	3mu-9/12	popden-6/15	afro-10/13	hetero-6/14	youngm-11/14	own-2/15	sinpar-4/15	Robbery	Other - Public/Non-Residential	02-2x	3RD
303	371190052003006	CHARLOTTE DILLEHAY COURTS	CONSOLIDATED ENGRAVERS CORP	FIRST MT CALVARY BAPTIST CHR	CHARLOTTE CUTTING TOOL CO INC	GRAPHIC LAMINATING & FINSHING INC	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-8/13	hetero-11/14	youngm-10/14	own-2/15	sinpar-13/15	Robbery	Other - Residential	07-2x	28TH
53	371190040001001	PHILLIP O BERRY ACADEMY	LIFESPAN EDUCATION SERVICES	FREEDOM REGIONAL LIBRARY	GOODWILL INDUSTRIES OF THE SOUTHERN	CITI TRENDS FASHION FOR LESS	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-7/15	sinpar-6/15	Robbery	Other - Open Area	02-0x	ALLEGHANY
441	371190017011001	FIRST STOP OF CHARLOTTE	STAFF ACOUNTANTS INC	SMOKEY JOES CAFE	CARLISLE CHIROPRACTIC CTR	PEACHY KLEEN	inc-11/15	edu-9/15	empl-13/15	lt5y-10/15	3mu-7/12	popden-6/15	afro-4/13	hetero-12/14	youngm-3/14	own-7/15	sinpar-4/15	Robbery	Convenience Store	11-2x	BRIAR CREEK
169	371190040001000	MT ZION CHURCH OF GOD	QUIK MART	J W CLEANING SVC	S & M AUTO INSPECTION INC	BANK OF AMERICA NATIONAL ASSOCIATIO	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-6/15	sinpar-13/15	Robbery	Street/Highway	04-2x	CAMP GREENE
